"Step","resnet_lr0.0005_dp0.0_bugnist_064 - train_accuracy","resnet_lr0.0005_dp0.0_bugnist_064 - train_accuracy__MIN","resnet_lr0.0005_dp0.0_bugnist_064 - train_accuracy__MAX","densenet_lr0.0005_dp0.0_bugnist_064 - train_accuracy","densenet_lr0.0005_dp0.0_bugnist_064 - train_accuracy__MIN","densenet_lr0.0005_dp0.0_bugnist_064 - train_accuracy__MAX","densenet_lr0.0005_dp0.2_bugnist_064 - train_accuracy","densenet_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MIN","densenet_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MAX","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MIN","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MAX","unet_lr0.0005_dp0.0_bugnist_128 - train_accuracy","unet_lr0.0005_dp0.0_bugnist_128 - train_accuracy__MIN","unet_lr0.0005_dp0.0_bugnist_128 - train_accuracy__MAX","unet_lr0.0005_dp0.2_bugnist_128 - train_accuracy","unet_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MIN","unet_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MAX","resnet_lr0.0005_dp0.0_bugnist_128 - train_accuracy","resnet_lr0.0005_dp0.0_bugnist_128 - train_accuracy__MIN","resnet_lr0.0005_dp0.0_bugnist_128 - train_accuracy__MAX","densenet_lr0.0005_dp0.0_bugnist_128 - train_accuracy","densenet_lr0.0005_dp0.0_bugnist_128 - train_accuracy__MIN","densenet_lr0.0005_dp0.0_bugnist_128 - train_accuracy__MAX","densenet_lr0.0005_dp0.2_bugnist_128 - train_accuracy","densenet_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MIN","densenet_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MAX","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MIN","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MAX"
"10","0.9608302122347067","0.9608302122347067","0.9608302122347067","0.9469413233458177","0.9469413233458177","0.9469413233458177","0.9294631710362048","0.9294631710362048","0.9294631710362048","0.8696941323345818","0.8696941323345818","0.8696941323345818","0.923689138576779","0.923689138576779","0.923689138576779","0.887796504369538","0.887796504369538","0.887796504369538","0.943039950062422","0.943039950062422","0.943039950062422","0.9405430711610487","0.9405430711610487","0.9405430711610487","0.9155742821473158","0.9155742821473158","0.9155742821473158","0.6660424469413233","0.6660424469413233","0.6660424469413233"
"11","0.9553682896379525","0.9553682896379525","0.9553682896379525","0.9597378277153558","0.9597378277153558","0.9597378277153558","0.9344569288389513","0.9344569288389513","0.9344569288389513","0.8810861423220974","0.8810861423220974","0.8810861423220974","0.920099875156055","0.920099875156055","0.920099875156055","0.8951310861423221","0.8951310861423221","0.8951310861423221","0.9447565543071161","0.9447565543071161","0.9447565543071161","0.9389825218476904","0.9389825218476904","0.9389825218476904","0.9232209737827716","0.9232209737827716","0.9232209737827716","0.6953807740324595","0.6953807740324595","0.6953807740324595"
"12","0.9603620474406991","0.9603620474406991","0.9603620474406991","0.9572409488139825","0.9572409488139825","0.9572409488139825","0.936641697877653","0.936641697877653","0.936641697877653","0.8916978776529338","0.8916978776529338","0.8916978776529338","0.9225967540574282","0.9225967540574282","0.9225967540574282","0.8906054931335831","0.8906054931335831","0.8906054931335831","0.9481897627965044","0.9481897627965044","0.9481897627965044","0.9442883895131086","0.9442883895131086","0.9442883895131086","0.9241573033707865","0.9241573033707865","0.9241573033707865","0.7073970037453183","0.7073970037453183","0.7073970037453183"
"13","0.9670724094881398","0.9670724094881398","0.9670724094881398","0.9623907615480649","0.9623907615480649","0.9623907615480649","0.9417915106117354","0.9417915106117354","0.9417915106117354","0.8954431960049938","0.8954431960049938","0.8954431960049938","0.9355493133583022","0.9355493133583022","0.9355493133583022","0.8984082397003745","0.8984082397003745","0.8984082397003745","0.9531835205992509","0.9531835205992509","0.9531835205992509","0.9478776529338327","0.9478776529338327","0.9478776529338327","0.9288389513108615","0.9288389513108615","0.9288389513108615","0.7123907615480649","0.7123907615480649","0.7123907615480649"
"14","0.9686329588014981","0.9686329588014981","0.9686329588014981","0.968789013732834","0.968789013732834","0.968789013732834","0.9411672908863921","0.9411672908863921","0.9411672908863921","0.8995006242197253","0.8995006242197253","0.8995006242197253","0.931023720349563","0.931023720349563","0.931023720349563","0.9060549313358303","0.9060549313358303","0.9060549313358303","0.9630149812734082","0.9630149812734082","0.9630149812734082","0.952247191011236","0.952247191011236","0.952247191011236","0.9339887640449438","0.9339887640449438","0.9339887640449438","0.7357990012484394","0.7357990012484394","0.7357990012484394"
"15","0.9656679151061174","0.9656679151061174","0.9656679151061174","0.968789013732834","0.968789013732834","0.968789013732834","0.949438202247191","0.949438202247191","0.949438202247191","0.9041822721598003","0.9041822721598003","0.9041822721598003","0.9466292134831461","0.9466292134831461","0.9466292134831461","0.9082397003745318","0.9082397003745318","0.9082397003745318","0.9651997503121099","0.9651997503121099","0.9651997503121099","0.9502184769038702","0.9502184769038702","0.9502184769038702","0.934769038701623","0.934769038701623","0.934769038701623","0.7397003745318352","0.7397003745318352","0.7397003745318352"
"16","0.9767478152309613","0.9767478152309613","0.9767478152309613","0.9656679151061174","0.9656679151061174","0.9656679151061174","0.9495942571785269","0.9495942571785269","0.9495942571785269","0.9004369538077404","0.9004369538077404","0.9004369538077404","0.9441323345817728","0.9441323345817728","0.9441323345817728","0.9091760299625468","0.9091760299625468","0.9091760299625468","0.9692571785268415","0.9692571785268415","0.9692571785268415","0.956772784019975","0.956772784019975","0.956772784019975","0.9318039950062422","0.9318039950062422","0.9318039950062422","0.7524968789013733","0.7524968789013733","0.7524968789013733"
"17","0.9767478152309613","0.9767478152309613","0.9767478152309613","0.9686329588014981","0.9686329588014981","0.9686329588014981","0.952247191011236","0.952247191011236","0.952247191011236","0.9068352059925093","0.9068352059925093","0.9068352059925093","0.9477215980024969","0.9477215980024969","0.9477215980024969","0.9199438202247191","0.9199438202247191","0.9199438202247191","0.9712858926342073","0.9712858926342073","0.9712858926342073","0.9558364544319601","0.9558364544319601","0.9558364544319601","0.9428838951310862","0.9428838951310862","0.9428838951310862","0.7578027465667915","0.7578027465667915","0.7578027465667915"
"18","0.9773720349563046","0.9773720349563046","0.9773720349563046","0.9681647940074907","0.9681647940074907","0.9681647940074907","0.9544319600499376","0.9544319600499376","0.9544319600499376","0.9077715355805244","0.9077715355805244","0.9077715355805244","0.9555243445692884","0.9555243445692884","0.9555243445692884","0.9211922596754057","0.9211922596754057","0.9211922596754057","0.9754993757802747","0.9754993757802747","0.9754993757802747","0.9603620474406991","0.9603620474406991","0.9603620474406991","0.9380461922596754","0.9380461922596754","0.9380461922596754","0.7685705368289638","0.7685705368289638","0.7685705368289638"
"19","0.9758114856429463","0.9758114856429463","0.9758114856429463","0.9711298377028714","0.9711298377028714","0.9711298377028714","0.9533395755305868","0.9533395755305868","0.9533395755305868","0.9129213483146067","0.9129213483146067","0.9129213483146067","0.954119850187266","0.954119850187266","0.954119850187266","0.9244694132334582","0.9244694132334582","0.9244694132334582","0.9812734082397003","0.9812734082397003","0.9812734082397003","0.9605181023720349","0.9605181023720349","0.9605181023720349","0.9444444444444444","0.9444444444444444","0.9444444444444444","0.7709113607990012","0.7709113607990012","0.7709113607990012"
"20","0.9811173533083646","0.9811173533083646","0.9811173533083646","0.9781523096129837","0.9781523096129837","0.9781523096129837","0.9508426966292135","0.9508426966292135","0.9508426966292135","0.9188514357053683","0.9188514357053683","0.9188514357053683","0.964107365792759","0.964107365792759","0.964107365792759","0.9171348314606742","0.9171348314606742","0.9171348314606742","0.980649188514357","0.980649188514357","0.980649188514357","0.9644194756554307","0.9644194756554307","0.9644194756554307","0.9399188514357054","0.9399188514357054","0.9399188514357054","0.7848002496878901","0.7848002496878901","0.7848002496878901"
"21","0.9847066167290887","0.9847066167290887","0.9847066167290887","0.9705056179775281","0.9705056179775281","0.9705056179775281","0.9611423220973783","0.9611423220973783","0.9611423220973783","0.9130774032459426","0.9130774032459426","0.9130774032459426","0.966916354556804","0.966916354556804","0.966916354556804","0.9327403245942572","0.9327403245942572","0.9327403245942572","0.9857990012484394","0.9857990012484394","0.9857990012484394","0.9691011235955056","0.9691011235955056","0.9691011235955056","0.9452247191011236","0.9452247191011236","0.9452247191011236","0.7849563046192259","0.7849563046192259","0.7849563046192259"
"22","0.9794007490636704","0.9794007490636704","0.9794007490636704","0.983458177278402","0.983458177278402","0.983458177278402","0.9600499375780275","0.9600499375780275","0.9600499375780275","0.9197877652933832","0.9197877652933832","0.9197877652933832","0.9661360799001248","0.9661360799001248","0.9661360799001248","0.9330524344569289","0.9330524344569289","0.9330524344569289","0.9847066167290887","0.9847066167290887","0.9847066167290887","0.9717540574282147","0.9717540574282147","0.9717540574282147","0.9433520599250936","0.9433520599250936","0.9433520599250936","0.7983770287141073","0.7983770287141073","0.7983770287141073"
"23","0.9868913857677902","0.9868913857677902","0.9868913857677902","0.9839263420724095","0.9839263420724095","0.9839263420724095","0.96145443196005","0.96145443196005","0.96145443196005","0.9188514357053683","0.9188514357053683","0.9188514357053683","0.9711298377028714","0.9711298377028714","0.9711298377028714","0.9303995006242197","0.9303995006242197","0.9303995006242197","0.9861111111111112","0.9861111111111112","0.9861111111111112","0.975187265917603","0.975187265917603","0.975187265917603","0.9495942571785269","0.9495942571785269","0.9495942571785269","0.7941635455680399","0.7941635455680399","0.7941635455680399"
"24","0.9897003745318352","0.9897003745318352","0.9897003745318352","0.9776841448189763","0.9776841448189763","0.9776841448189763","0.9689450686641697","0.9689450686641697","0.9689450686641697","0.9204119850187266","0.9204119850187266","0.9204119850187266","0.9798689138576779","0.9798689138576779","0.9798689138576779","0.936641697877653","0.936641697877653","0.936641697877653","0.9868913857677902","0.9868913857677902","0.9868913857677902","0.9725343320848939","0.9725343320848939","0.9725343320848939","0.9517790262172284","0.9517790262172284","0.9517790262172284","0.806960049937578","0.806960049937578","0.806960049937578"
"25","0.9928214731585518","0.9928214731585518","0.9928214731585518","0.982521847690387","0.982521847690387","0.982521847690387","0.9656679151061174","0.9656679151061174","0.9656679151061174","0.9244694132334582","0.9244694132334582","0.9244694132334582","0.965980024968789","0.965980024968789","0.965980024968789","0.9358614232209738","0.9358614232209738","0.9358614232209738","0.9909488139825219","0.9909488139825219","0.9909488139825219","0.9720661672908864","0.9720661672908864","0.9720661672908864","0.9497503121098627","0.9497503121098627","0.9497503121098627","0.8096129837702871","0.8096129837702871","0.8096129837702871"
"26","0.9859550561797753","0.9859550561797753","0.9859550561797753","0.9829900124843945","0.9829900124843945","0.9829900124843945","0.9631710362047441","0.9631710362047441","0.9631710362047441","0.9293071161048689","0.9293071161048689","0.9293071161048689","0.9758114856429463","0.9758114856429463","0.9758114856429463","0.9441323345817728","0.9441323345817728","0.9441323345817728","0.9875156054931336","0.9875156054931336","0.9875156054931336","0.9754993757802747","0.9754993757802747","0.9754993757802747","0.954900124843945","0.954900124843945","0.954900124843945","0.8083645443196005","0.8083645443196005","0.8083645443196005"
"27","0.9826779026217228","0.9826779026217228","0.9826779026217228","0.9915730337078652","0.9915730337078652","0.9915730337078652","0.9745630461922596","0.9745630461922596","0.9745630461922596","0.9294631710362048","0.9294631710362048","0.9294631710362048","0.9794007490636704","0.9794007490636704","0.9794007490636704","0.943976279650437","0.943976279650437","0.943976279650437","0.9889200998751561","0.9889200998751561","0.9889200998751561","0.9747191011235955","0.9747191011235955","0.9747191011235955","0.9609862671660424","0.9609862671660424","0.9609862671660424","0.818976279650437","0.818976279650437","0.818976279650437"
"28","0.9895443196004994","0.9895443196004994","0.9895443196004994","0.9843945068664169","0.9843945068664169","0.9843945068664169","0.9684769038701623","0.9684769038701623","0.9684769038701623","0.9299313358302123","0.9299313358302123","0.9299313358302123","0.9722222222222222","0.9722222222222222","0.9722222222222222","0.9450686641697877","0.9450686641697877","0.9450686641697877","0.9937578027465668","0.9937578027465668","0.9937578027465668","0.9784644194756554","0.9784644194756554","0.9784644194756554","0.96145443196005","0.96145443196005","0.96145443196005","0.8300561797752809","0.8300561797752809","0.8300561797752809"
"29","0.9920411985018727","0.9920411985018727","0.9920411985018727","0.9868913857677902","0.9868913857677902","0.9868913857677902","0.968789013732834","0.968789013732834","0.968789013732834","0.934769038701623","0.934769038701623","0.934769038701623","0.980649188514357","0.980649188514357","0.980649188514357","0.9499063670411985","0.9499063670411985","0.9499063670411985","0.9890761548064919","0.9890761548064919","0.9890761548064919","0.9828339575530587","0.9828339575530587","0.9828339575530587","0.9553682896379525","0.9553682896379525","0.9553682896379525","0.8213171036204744","0.8213171036204744","0.8213171036204744"
"30","0.9920411985018727","0.9920411985018727","0.9920411985018727","0.9923533083645443","0.9923533083645443","0.9923533083645443","0.9684769038701623","0.9684769038701623","0.9684769038701623","0.9360174781523096","0.9360174781523096","0.9360174781523096","0.9756554307116105","0.9756554307116105","0.9756554307116105","0.9410112359550562","0.9410112359550562","0.9410112359550562","0.9909488139825219","0.9909488139825219","0.9909488139825219","0.9798689138576779","0.9798689138576779","0.9798689138576779","0.9616104868913857","0.9616104868913857","0.9616104868913857","0.8314606741573034","0.8314606741573034","0.8314606741573034"
"31","0.9920411985018727","0.9920411985018727","0.9920411985018727","0.9818976279650437","0.9818976279650437","0.9818976279650437","0.9731585518102372","0.9731585518102372","0.9731585518102372","0.934769038701623","0.934769038701623","0.934769038701623","0.9833021223470662","0.9833021223470662","0.9833021223470662","0.9442883895131086","0.9442883895131086","0.9442883895131086","0.9918851435705368","0.9918851435705368","0.9918851435705368","0.978776529338327","0.978776529338327","0.978776529338327","0.9639513108614233","0.9639513108614233","0.9639513108614233","0.8274032459425718","0.8274032459425718","0.8274032459425718"
"32","0.9965667915106118","0.9965667915106118","0.9965667915106118","0.9826779026217228","0.9826779026217228","0.9826779026217228","0.9725343320848939","0.9725343320848939","0.9725343320848939","0.9388264669163545","0.9388264669163545","0.9388264669163545","0.9776841448189763","0.9776841448189763","0.9776841448189763","0.9511548064918851","0.9511548064918851","0.9511548064918851","0.9931335830212235","0.9931335830212235","0.9931335830212235","0.9795568039950062","0.9795568039950062","0.9795568039950062","0.9648876404494382","0.9648876404494382","0.9648876404494382","0.8294319600499376","0.8294319600499376","0.8294319600499376"
"33","0.9925093632958801","0.9925093632958801","0.9925093632958801","0.992665418227216","0.992665418227216","0.992665418227216","0.9694132334581773","0.9694132334581773","0.9694132334581773","0.9369538077403246","0.9369538077403246","0.9369538077403246","0.9756554307116105","0.9756554307116105","0.9756554307116105","0.9517790262172284","0.9517790262172284","0.9517790262172284","0.9934456928838952","0.9934456928838952","0.9934456928838952","0.9836142322097379","0.9836142322097379","0.9836142322097379","0.966916354556804","0.966916354556804","0.966916354556804","0.8330212234706617","0.8330212234706617","0.8330212234706617"
"34","0.9890761548064919","0.9890761548064919","0.9890761548064919","0.9911048689138576","0.9911048689138576","0.9911048689138576","0.9781523096129837","0.9781523096129837","0.9781523096129837","0.9397627965043696","0.9397627965043696","0.9397627965043696","0.9893882646691635","0.9893882646691635","0.9893882646691635","0.9573970037453183","0.9573970037453183","0.9573970037453183","0.9946941323345818","0.9946941323345818","0.9946941323345818","0.9882958801498127","0.9882958801498127","0.9882958801498127","0.9662921348314607","0.9662921348314607","0.9662921348314607","0.8303682896379525","0.8303682896379525","0.8303682896379525"
"35","0.9940699126092385","0.9940699126092385","0.9940699126092385","0.991729088639201","0.991729088639201","0.991729088639201","0.9783083645443196","0.9783083645443196","0.9783083645443196","0.9361735330836455","0.9361735330836455","0.9361735330836455","0.9804931335830213","0.9804931335830213","0.9804931335830213","0.9509987515605494","0.9509987515605494","0.9509987515605494","0.9932896379525593","0.9932896379525593","0.9932896379525593","0.9865792759051186","0.9865792759051186","0.9865792759051186","0.9661360799001248","0.9661360799001248","0.9661360799001248","0.846441947565543","0.846441947565543","0.846441947565543"
"36","0.990792759051186","0.990792759051186","0.990792759051186","0.9931335830212235","0.9931335830212235","0.9931335830212235","0.9798689138576779","0.9798689138576779","0.9798689138576779","0.9357053682896379","0.9357053682896379","0.9357053682896379","0.9856429463171036","0.9856429463171036","0.9856429463171036","0.9502184769038702","0.9502184769038702","0.9502184769038702","0.9951622971285893","0.9951622971285893","0.9951622971285893","0.9857990012484394","0.9857990012484394","0.9857990012484394","0.9728464419475655","0.9728464419475655","0.9728464419475655","0.8405118601747815","0.8405118601747815","0.8405118601747815"
"37","0.9911048689138576","0.9911048689138576","0.9911048689138576","0.9906367041198502","0.9906367041198502","0.9906367041198502","0.9792446941323346","0.9792446941323346","0.9792446941323346","0.9419475655430711","0.9419475655430711","0.9419475655430711","0.9829900124843945","0.9829900124843945","0.9829900124843945","0.9572409488139825","0.9572409488139825","0.9572409488139825","0.9937578027465668","0.9937578027465668","0.9937578027465668","0.9856429463171036","0.9856429463171036","0.9856429463171036","0.9695692883895131","0.9695692883895131","0.9695692883895131","0.8375468164794008","0.8375468164794008","0.8375468164794008"
"38","0.9911048689138576","0.9911048689138576","0.9911048689138576","0.9914169787765293","0.9914169787765293","0.9914169787765293","0.9765917602996255","0.9765917602996255","0.9765917602996255","0.9466292134831461","0.9466292134831461","0.9466292134831461","0.9840823970037453","0.9840823970037453","0.9840823970037453","0.9506866416978776","0.9506866416978776","0.9506866416978776","0.9951622971285893","0.9951622971285893","0.9951622971285893","0.9875156054931336","0.9875156054931336","0.9875156054931336","0.9694132334581773","0.9694132334581773","0.9694132334581773","0.8495630461922596","0.8495630461922596","0.8495630461922596"
"39","0.9985955056179775","0.9985955056179775","0.9985955056179775","0.991729088639201","0.991729088639201","0.991729088639201","0.9859550561797753","0.9859550561797753","0.9859550561797753","0.9417915106117354","0.9417915106117354","0.9417915106117354","0.9795568039950062","0.9795568039950062","0.9795568039950062","0.9623907615480649","0.9623907615480649","0.9623907615480649","0.9928214731585518","0.9928214731585518","0.9928214731585518","0.9882958801498127","0.9882958801498127","0.9882958801498127","0.9725343320848939","0.9725343320848939","0.9725343320848939","0.8508114856429463","0.8508114856429463","0.8508114856429463"
"40","0.9946941323345818","0.9946941323345818","0.9946941323345818","0.9918851435705368","0.9918851435705368","0.9918851435705368","0.9878277153558053","0.9878277153558053","0.9878277153558053","0.9403870162297129","0.9403870162297129","0.9403870162297129","0.9882958801498127","0.9882958801498127","0.9882958801498127","0.9584893882646691","0.9584893882646691","0.9584893882646691","0.9929775280898876","0.9929775280898876","0.9929775280898876","0.9886079900124844","0.9886079900124844","0.9886079900124844","0.9773720349563046","0.9773720349563046","0.9773720349563046","0.8553370786516854","0.8553370786516854","0.8553370786516854"
"41","0.9870474406991261","0.9870474406991261","0.9870474406991261","0.9889200998751561","0.9889200998751561","0.9889200998751561","0.9842384519350812","0.9842384519350812","0.9842384519350812","0.9488139825218477","0.9488139825218477","0.9488139825218477","0.9879837702871411","0.9879837702871411","0.9879837702871411","0.96332709113608","0.96332709113608","0.96332709113608","0.9953183520599251","0.9953183520599251","0.9953183520599251","0.9875156054931336","0.9875156054931336","0.9875156054931336","0.9753433208489388","0.9753433208489388","0.9753433208489388","0.8559612983770287","0.8559612983770287","0.8559612983770287"
"42","0.9918851435705368","0.9918851435705368","0.9918851435705368","0.9895443196004994","0.9895443196004994","0.9895443196004994","0.9889200998751561","0.9889200998751561","0.9889200998751561","0.9486579275905118","0.9486579275905118","0.9486579275905118","0.9886079900124844","0.9886079900124844","0.9886079900124844","0.9558364544319601","0.9558364544319601","0.9558364544319601","0.9959425717852685","0.9959425717852685","0.9959425717852685","0.9906367041198502","0.9906367041198502","0.9906367041198502","0.9740948813982522","0.9740948813982522","0.9740948813982522","0.8489388264669163","0.8489388264669163","0.8489388264669163"
"43","0.9914169787765293","0.9914169787765293","0.9914169787765293","0.9906367041198502","0.9906367041198502","0.9906367041198502","0.9845505617977528","0.9845505617977528","0.9845505617977528","0.9534956304619226","0.9534956304619226","0.9534956304619226","0.9857990012484394","0.9857990012484394","0.9857990012484394","0.965980024968789","0.965980024968789","0.965980024968789","0.9954744069912609","0.9954744069912609","0.9954744069912609","0.9876716604244694","0.9876716604244694","0.9876716604244694","0.9778401997503121","0.9778401997503121","0.9778401997503121","0.8570536828963795","0.8570536828963795","0.8570536828963795"
