"Step","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MIN","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MAX","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MIN","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MAX"
"111","0.9879837702871411","0.9879837702871411","0.9879837702871411","0.9174469413233458","0.9174469413233458","0.9174469413233458"
"112","0.9912609238451935","0.9912609238451935","0.9912609238451935","0.9225967540574282","0.9225967540574282","0.9225967540574282"
"113","0.9870474406991261","0.9870474406991261","0.9870474406991261","0.9152621722846442","0.9152621722846442","0.9152621722846442"
"114","0.9870474406991261","0.9870474406991261","0.9870474406991261","0.9157303370786517","0.9157303370786517","0.9157303370786517"
"115","0.989856429463171","0.989856429463171","0.989856429463171","0.9194756554307116","0.9194756554307116","0.9194756554307116"
"116","0.990792759051186","0.990792759051186","0.990792759051186","0.9179151061173533","0.9179151061173533","0.9179151061173533"
"117","0.9878277153558053","0.9878277153558053","0.9878277153558053","0.9216604244694132","0.9216604244694132","0.9216604244694132"
"118","0.990792759051186","0.990792759051186","0.990792759051186","0.9194756554307116","0.9194756554307116","0.9194756554307116"
"119","0.990792759051186","0.990792759051186","0.990792759051186","0.9210362047440699","0.9210362047440699","0.9210362047440699"
"120","0.9878277153558053","0.9878277153558053","0.9878277153558053","0.9266541822721598","0.9266541822721598","0.9266541822721598"
"121","0.9906367041198502","0.9906367041198502","0.9906367041198502","0.9179151061173533","0.9179151061173533","0.9179151061173533"
"122","0.9862671660424469","0.9862671660424469","0.9862671660424469","0.927434456928839","0.927434456928839","0.927434456928839"
"123","0.9915730337078652","0.9915730337078652","0.9915730337078652","0.9249375780274657","0.9249375780274657","0.9249375780274657"
"124","0.9897003745318352","0.9897003745318352","0.9897003745318352","0.924625468164794","0.924625468164794","0.924625468164794"
"125","0.9903245942571786","0.9903245942571786","0.9903245942571786","0.920880149812734","0.920880149812734","0.920880149812734"
"126","0.9897003745318352","0.9897003745318352","0.9897003745318352","0.9193196004993758","0.9193196004993758","0.9193196004993758"
"127","0.9897003745318352","0.9897003745318352","0.9897003745318352","0.9221285892634207","0.9221285892634207","0.9221285892634207"
"128","0.9939138576779026","0.9939138576779026","0.9939138576779026","0.9258739076154806","0.9258739076154806","0.9258739076154806"
"129","0.9921972534332085","0.9921972534332085","0.9921972534332085","0.924625468164794","0.924625468164794","0.924625468164794"
"130","0.9920411985018727","0.9920411985018727","0.9920411985018727","0.9297752808988764","0.9297752808988764","0.9297752808988764"
"131","0.9923533083645443","0.9923533083645443","0.9923533083645443","0.9249375780274657","0.9249375780274657","0.9249375780274657"
"132","0.9928214731585518","0.9928214731585518","0.9928214731585518","0.9297752808988764","0.9297752808988764","0.9297752808988764"
"133","0.9886079900124844","0.9886079900124844","0.9886079900124844","0.9261860174781523","0.9261860174781523","0.9261860174781523"
"134","0.9867353308364545","0.9867353308364545","0.9867353308364545","0.9280586766541823","0.9280586766541823","0.9280586766541823"
"135","0.9936017478152309","0.9936017478152309","0.9936017478152309","0.9261860174781523","0.9261860174781523","0.9261860174781523"
"136","0.9893882646691635","0.9893882646691635","0.9893882646691635","0.9324282147315855","0.9324282147315855","0.9324282147315855"
"137","0.9939138576779026","0.9939138576779026","0.9939138576779026","0.9322721598002497","0.9322721598002497","0.9322721598002497"
"138","0.9893882646691635","0.9893882646691635","0.9893882646691635","0.931960049937578","0.931960049937578","0.931960049937578"
"139","0.9932896379525593","0.9932896379525593","0.9932896379525593","0.9333645443196005","0.9333645443196005","0.9333645443196005"
"140","0.9925093632958801","0.9925093632958801","0.9925093632958801","0.9302434456928839","0.9302434456928839","0.9302434456928839"
"141","0.9918851435705368","0.9918851435705368","0.9918851435705368","0.9316479400749064","0.9316479400749064","0.9316479400749064"
"142","0.9920411985018727","0.9920411985018727","0.9920411985018727","0.9288389513108615","0.9288389513108615","0.9288389513108615"
"143","0.9918851435705368","0.9918851435705368","0.9918851435705368","0.932896379525593","0.932896379525593","0.932896379525593"
"144","0.9865792759051186","0.9865792759051186","0.9865792759051186","0.9321161048689138","0.9321161048689138","0.9321161048689138"
"145","0.9942259675405742","0.9942259675405742","0.9942259675405742","0.9325842696629213","0.9325842696629213","0.9325842696629213"
"146","0.9912609238451935","0.9912609238451935","0.9912609238451935","0.9361735330836455","0.9361735330836455","0.9361735330836455"
"147","0.9921972534332085","0.9921972534332085","0.9921972534332085","0.9343008739076155","0.9343008739076155","0.9343008739076155"
"148","0.9921972534332085","0.9921972534332085","0.9921972534332085","0.9308676654182272","0.9308676654182272","0.9308676654182272"
"149","0.9915730337078652","0.9915730337078652","0.9915730337078652","0.9358614232209738","0.9358614232209738","0.9358614232209738"
"150","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9367977528089888","0.9367977528089888","0.9367977528089888"
"151","0.994538077403246","0.994538077403246","0.994538077403246","0.9369538077403246","0.9369538077403246","0.9369538077403246"
"152","0.9912609238451935","0.9912609238451935","0.9912609238451935","0.9369538077403246","0.9369538077403246","0.9369538077403246"
"153","0.994538077403246","0.994538077403246","0.994538077403246","0.931960049937578","0.931960049937578","0.931960049937578"
"154","0.9936017478152309","0.9936017478152309","0.9936017478152309","0.9386704119850188","0.9386704119850188","0.9386704119850188"
"155","0.9925093632958801","0.9925093632958801","0.9925093632958801","0.9357053682896379","0.9357053682896379","0.9357053682896379"
"156","0.9940699126092385","0.9940699126092385","0.9940699126092385","0.9419475655430711","0.9419475655430711","0.9419475655430711"
"157","0.9929775280898876","0.9929775280898876","0.9929775280898876","0.9406991260923845","0.9406991260923845","0.9406991260923845"
"158","0.9936017478152309","0.9936017478152309","0.9936017478152309","0.9344569288389513","0.9344569288389513","0.9344569288389513"
"159","0.9936017478152309","0.9936017478152309","0.9936017478152309","0.9364856429463171","0.9364856429463171","0.9364856429463171"
"160","0.9918851435705368","0.9918851435705368","0.9918851435705368","0.9431960049937578","0.9431960049937578","0.9431960049937578"
"161","0.9909488139825219","0.9909488139825219","0.9909488139825219","0.940230961298377","0.940230961298377","0.940230961298377"
"162","0.9950062421972534","0.9950062421972534","0.9950062421972534","0.9380461922596754","0.9380461922596754","0.9380461922596754"
"163","0.9928214731585518","0.9928214731585518","0.9928214731585518","0.940230961298377","0.940230961298377","0.940230961298377"
"164","0.9959425717852685","0.9959425717852685","0.9959425717852685","0.9372659176029963","0.9372659176029963","0.9372659176029963"
"165","0.9923533083645443","0.9923533083645443","0.9923533083645443","0.9396067415730337","0.9396067415730337","0.9396067415730337"
"166","0.9940699126092385","0.9940699126092385","0.9940699126092385","0.9397627965043696","0.9397627965043696","0.9397627965043696"
"167","0.994538077403246","0.994538077403246","0.994538077403246","0.9378901373283396","0.9378901373283396","0.9378901373283396"
"168","0.9932896379525593","0.9932896379525593","0.9932896379525593","0.9400749063670412","0.9400749063670412","0.9400749063670412"
"169","0.9939138576779026","0.9939138576779026","0.9939138576779026","0.942103620474407","0.942103620474407","0.942103620474407"
"170","0.9918851435705368","0.9918851435705368","0.9918851435705368","0.9455368289637952","0.9455368289637952","0.9455368289637952"
"171","0.990792759051186","0.990792759051186","0.990792759051186","0.9427278401997503","0.9427278401997503","0.9427278401997503"
"172","0.9943820224719101","0.9943820224719101","0.9943820224719101","0.9405430711610487","0.9405430711610487","0.9405430711610487"
"173","0.9956304619225967","0.9956304619225967","0.9956304619225967","0.9460049937578028","0.9460049937578028","0.9460049937578028"
"174","0.9939138576779026","0.9939138576779026","0.9939138576779026","0.943976279650437","0.943976279650437","0.943976279650437"
"175","0.9953183520599251","0.9953183520599251","0.9953183520599251","0.9425717852684145","0.9425717852684145","0.9425717852684145"
"176","0.9953183520599251","0.9953183520599251","0.9953183520599251","0.9433520599250936","0.9433520599250936","0.9433520599250936"
"177","0.9953183520599251","0.9953183520599251","0.9953183520599251","0.947565543071161","0.947565543071161","0.947565543071161"
"178","0.9936017478152309","0.9936017478152309","0.9936017478152309","0.9446004993757803","0.9446004993757803","0.9446004993757803"
"179","0.9954744069912609","0.9954744069912609","0.9954744069912609","0.9400749063670412","0.9400749063670412","0.9400749063670412"
"180","0.992665418227216","0.992665418227216","0.992665418227216","0.9427278401997503","0.9427278401997503","0.9427278401997503"
"181","0.9932896379525593","0.9932896379525593","0.9932896379525593","0.9427278401997503","0.9427278401997503","0.9427278401997503"
"182","0.9934456928838952","0.9934456928838952","0.9934456928838952","0.9469413233458177","0.9469413233458177","0.9469413233458177"
"183","0.994538077403246","0.994538077403246","0.994538077403246","0.9477215980024969","0.9477215980024969","0.9477215980024969"
"184","0.9962546816479401","0.9962546816479401","0.9962546816479401","0.9492821473158551","0.9492821473158551","0.9492821473158551"
"185","0.9960986267166042","0.9960986267166042","0.9960986267166042","0.9491260923845194","0.9491260923845194","0.9491260923845194"
"186","0.9954744069912609","0.9954744069912609","0.9954744069912609","0.9464731585518102","0.9464731585518102","0.9464731585518102"
"187","0.9959425717852685","0.9959425717852685","0.9959425717852685","0.9461610486891385","0.9461610486891385","0.9461610486891385"
"188","0.9953183520599251","0.9953183520599251","0.9953183520599251","0.9449126092384519","0.9449126092384519","0.9449126092384519"
"189","0.9931335830212235","0.9931335830212235","0.9931335830212235","0.9492821473158551","0.9492821473158551","0.9492821473158551"
"190","0.9942259675405742","0.9942259675405742","0.9942259675405742","0.943976279650437","0.943976279650437","0.943976279650437"
"191","0.9940699126092385","0.9940699126092385","0.9940699126092385","0.9485018726591761","0.9485018726591761","0.9485018726591761"
"192","0.9936017478152309","0.9936017478152309","0.9936017478152309","0.9485018726591761","0.9485018726591761","0.9485018726591761"
"193","0.9937578027465668","0.9937578027465668","0.9937578027465668","0.9469413233458177","0.9469413233458177","0.9469413233458177"
"194","0.9971910112359551","0.9971910112359551","0.9971910112359551","0.9505305867665418","0.9505305867665418","0.9505305867665418"
"195","0.9929775280898876","0.9929775280898876","0.9929775280898876","0.9492821473158551","0.9492821473158551","0.9492821473158551"
"196","0.9968789013732834","0.9968789013732834","0.9968789013732834","0.9477215980024969","0.9477215980024969","0.9477215980024969"
"197","0.9976591760299626","0.9976591760299626","0.9976591760299626","0.9449126092384519","0.9449126092384519","0.9449126092384519"
"198","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9502184769038702","0.9502184769038702","0.9502184769038702"
"199","0.9964107365792759","0.9964107365792759","0.9964107365792759","0.9519350811485643","0.9519350811485643","0.9519350811485643"
"200","0.9954744069912609","0.9954744069912609","0.9954744069912609","0.9544319600499376","0.9544319600499376","0.9544319600499376"
"201","0.994538077403246","0.994538077403246","0.994538077403246","0.9536516853932584","0.9536516853932584","0.9536516853932584"
"202","0.9915730337078652","0.9915730337078652","0.9915730337078652","0.9509987515605494","0.9509987515605494","0.9509987515605494"
"203","0.9929775280898876","0.9929775280898876","0.9929775280898876","0.9528714107365793","0.9528714107365793","0.9528714107365793"
"204","0.9932896379525593","0.9932896379525593","0.9932896379525593","0.9499063670411985","0.9499063670411985","0.9499063670411985"
"205","0.9948501872659176","0.9948501872659176","0.9948501872659176","0.9520911360799001","0.9520911360799001","0.9520911360799001"
"206","0.9971910112359551","0.9971910112359551","0.9971910112359551","0.954119850187266","0.954119850187266","0.954119850187266"
"207","0.9970349563046192","0.9970349563046192","0.9970349563046192","0.9505305867665418","0.9505305867665418","0.9505305867665418"
"208","0.9962546816479401","0.9962546816479401","0.9962546816479401","0.9564606741573034","0.9564606741573034","0.9564606741573034"
"209","0.9960986267166042","0.9960986267166042","0.9960986267166042","0.9534956304619226","0.9534956304619226","0.9534956304619226"
"210","0.9967228464419475","0.9967228464419475","0.9967228464419475","0.949438202247191","0.949438202247191","0.949438202247191"
"211","0.9956304619225967","0.9956304619225967","0.9956304619225967","0.9509987515605494","0.9509987515605494","0.9509987515605494"
"212","0.9946941323345818","0.9946941323345818","0.9946941323345818","0.9508426966292135","0.9508426966292135","0.9508426966292135"
"213","0.9954744069912609","0.9954744069912609","0.9954744069912609","0.952247191011236","0.952247191011236","0.952247191011236"
"214","0.9939138576779026","0.9939138576779026","0.9939138576779026","0.9511548064918851","0.9511548064918851","0.9511548064918851"
"215","0.99812734082397","0.99812734082397","0.99812734082397","0.9528714107365793","0.9528714107365793","0.9528714107365793"
"216","0.9932896379525593","0.9932896379525593","0.9932896379525593","0.9566167290886392","0.9566167290886392","0.9566167290886392"
"217","0.9964107365792759","0.9964107365792759","0.9964107365792759","0.9539637952559301","0.9539637952559301","0.9539637952559301"
"218","0.9962546816479401","0.9962546816479401","0.9962546816479401","0.9511548064918851","0.9511548064918851","0.9511548064918851"
"219","0.9965667915106118","0.9965667915106118","0.9965667915106118","0.9542759051186017","0.9542759051186017","0.9542759051186017"
"220","0.9911048689138576","0.9911048689138576","0.9911048689138576","0.95958177278402","0.95958177278402","0.95958177278402"
"221","0.9925093632958801","0.9925093632958801","0.9925093632958801","0.956772784019975","0.956772784019975","0.956772784019975"
"222","0.9962546816479401","0.9962546816479401","0.9962546816479401","0.9553682896379525","0.9553682896379525","0.9553682896379525"
"223","0.9971910112359551","0.9971910112359551","0.9971910112359551","0.9584893882646691","0.9584893882646691","0.9584893882646691"
"224","0.9975031210986267","0.9975031210986267","0.9975031210986267","0.9555243445692884","0.9555243445692884","0.9555243445692884"
"225","0.9950062421972534","0.9950062421972534","0.9950062421972534","0.9561485642946317","0.9561485642946317","0.9561485642946317"
"226","0.9942259675405742","0.9942259675405742","0.9942259675405742","0.9572409488139825","0.9572409488139825","0.9572409488139825"
"227","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9558364544319601","0.9558364544319601","0.9558364544319601"
"228","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9597378277153558","0.9597378277153558","0.9597378277153558"
"229","0.9967228464419475","0.9967228464419475","0.9967228464419475","0.9572409488139825","0.9572409488139825","0.9572409488139825"
"230","0.9967228464419475","0.9967228464419475","0.9967228464419475","0.9552122347066168","0.9552122347066168","0.9552122347066168"
"231","0.9956304619225967","0.9956304619225967","0.9956304619225967","0.95770911360799","0.95770911360799","0.95770911360799"
"232","0.9921972534332085","0.9921972534332085","0.9921972534332085","0.9600499375780275","0.9600499375780275","0.9600499375780275"
"233","0.9962546816479401","0.9962546816479401","0.9962546816479401","0.9547440699126092","0.9547440699126092","0.9547440699126092"
"234","0.9964107365792759","0.9964107365792759","0.9964107365792759","0.9598938826466916","0.9598938826466916","0.9598938826466916"
"235","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9572409488139825","0.9572409488139825","0.9572409488139825"
"236","0.9967228464419475","0.9967228464419475","0.9967228464419475","0.9611423220973783","0.9611423220973783","0.9611423220973783"
